563,8,1
568,99,4
398,53,2
423,74,3
294,62,5
393,80,2
5,70,5
126,22,5
163,41,4
35,61,3
157,38,3
470,50,4
350,14,3
275,17,5
141,51,1
81,11,2
480,33,4
300,94,5
413,70,4
579,1,2
361,9,4
53,18,5
315,68,3
170,62,2
215,58,1
577,50,3
270,74,2
440,91,5
361,50,2
196,41,4
274,25,3
579,62,4
339,43,2
245,62,4
47,3,2
129,100,3
97,17,1
97,16,4
127,69,3
345,50,2
527,76,5
394,29,2
54,95,4
69,76,3
466,100,3
574,53,4
12,52,4
467,48,3
456,65,2
21,11,1
90,1,5
573,82,2
441,14,3
64,42,4
422,68,2
269,5,5
549,25,4
62,7,4
399,50,2
414,62,5
489,54,5
144,100,1
347,100,5
487,92,1
301,91,2
54,16,2
87,94,5
37,81,5
459,100,4
61,29,5
93,100,2
407,95,3
334,15,1
299,31,1
428,7,2
140,65,5
476,23,5
31,28,3
456,22,5
500,3,4
407,64,1
27,12,4
228,23,5
144,13,1
375,45,4
19,85,5
62,45,2
366,24,4
492,58,4
302,54,2
523,2,5
503,65,5
587,12,2
32,69,5
421,16,1
320,88,5
288,99,5
81,62,2
458,29,1
250,71,1
142,51,3
207,57,2
423,85,4
264,74,4
231,50,3
440,35,4
265,72,4
233,21,3
227,12,5
449,37,2
269,50,5
422,80,1
224,66,2
13,28,5
317,88,3
424,83,5
342,51,1
419,21,2
262,87,2
3,6,2
242,83,4
489,51,2
583,30,1
225,22,5
472,4,4
287,2,5
352,29,3
361,55,3
238,72,2
13,35,2
294,13,1
412,53,1
199,46,1
534,56,2
253,15,2
580,4,5
430,4,5
5,61,1
391,10,3
426,22,1
570,89,1
537,46,1
392,27,5
2,98,4
26,32,3
352,100,2
247,75,2
5,15,1
395,28,5
36,6,4
547,67,5
313,57,1
235,53,4
244,8,5
551,16,5
60,68,3
326,32,3
224,93,4
142,44,2
427,94,1
128,55,2
420,72,2
480,96,5
289,64,4
463,94,5
240,26,5
409,2,3
291,13,5
492,31,2
173,35,5
532,30,2
425,36,2
385,18,1
588,56,5
540,17,3
594,13,5
244,11,5
232,72,2
533,57,2
111,51,2
161,16,5
353,96,4
381,29,1
227,47,2
576,24,1
396,26,1
526,41,2
414,7,3
199,18,4
61,90,2
443,22,3
77,84,4
232,78,5
325,1,2
446,18,3
431,18,3
16,67,3
141,10,5
265,73,3
410,64,5
215,12,4
241,1,5
277,61,2
576,56,2
435,46,1
524,52,2
186,10,4
585,89,5
15,13,2
246,92,1
76,61,4
425,75,3
194,56,5
135,36,3
399,45,3
485,60,2
398,13,1
175,98,1
56,71,4
3,29,4
564,53,3
389,72,5
200,29,5
249,85,1
245,77,3
518,33,4
467,40,4
578,83,3
404,31,5
384,44,3
298,24,5
164,88,1
437,26,3
468,31,1
527,34,2
403,28,4
75,37,4
177,64,5
240,86,4
244,37,5
306,60,2
534,71,3
151,24,3
475,49,1
530,63,4
571,47,3
80,29,1
586,14,5
238,2,3
383,96,4
186,73,4
89,7,1
185,52,4
581,60,1
490,90,5
185,57,1
364,60,3
556,4,2
474,30,4
375,3,4
482,86,4
94,18,5
514,58,2
101,46,1
330,95,2
527,94,4
61,33,5
381,90,4
14,4,2
82,45,2
65,39,2
199,23,2
318,12,4
417,85,2
231,46,4
422,49,5
220,36,4
187,35,5
184,61,3
357,65,2
58,83,5
461,86,2
315,3,2
571,32,2
31,10,5
112,2,4
251,38,2
224,39,4
16,74,5
470,7,2
537,89,5
537,13,4
550,22,1
170,40,5
286,77,3
231,40,1
404,82,5
61,18,5
548,40,5
475,54,3
287,57,3
114,59,5
20,93,3
147,46,1
200,9,5
9,34,1
173,84,5
486,80,1
483,26,1
444,37,2
358,79,1
301,29,5
491,38,4
165,78,2
58,62,3
578,90,4
246,3,3
101,31,3
60,91,4
265,1,5
303,42,1
84,77,1
124,93,2
178,66,5
215,65,1
364,15,1
45,61,1
311,78,5
206,87,2
156,93,3
342,20,1
540,30,2
521,48,5
202,79,1
71,27,5
141,14,2
217,88,4
111,52,3
578,80,4
545,86,2
94,26,3
514,75,1
342,10,4
228,1,4
512,51,5
499,19,4
487,84,2
205,82,4
528,72,3
470,91,3
362,54,3
374,28,3
252,44,1
384,96,3
429,78,1
265,87,1
113,85,3
597,46,4
9,22,3
31,59,1
413,9,2
178,90,2
282,53,2
511,84,1
7,12,5
479,75,1
122,93,5
525,96,2
120,79,5
324,59,3
156,10,2
255,88,4
363,9,1
149,68,1
55,15,5
493,67,2
467,18,1
539,40,3
560,71,1
233,45,4
543,61,2
284,6,5
580,21,2
337,96,4
569,90,4
92,59,1
375,30,3
248,31,4
70,13,4
6,18,1
206,66,5
574,45,1
231,45,5
244,9,5
110,45,2
190,64,4
86,96,2
192,28,1
287,4,2
481,21,1
246,15,2
13,50,4
15,59,5
262,81,3
455,36,2
11,48,3
535,51,2
420,9,2
288,50,4
256,95,3
79,71,2
306,78,4
269,74,1
23,53,3
265,67,3
312,71,4
185,97,1
335,17,4
538,34,1
91,88,3
306,30,5
468,77,1
511,15,2
185,24,4
209,57,1
89,74,4
47,41,1
183,38,1
530,56,4
283,74,2
553,15,5
164,52,5
170,84,4
529,77,5
417,1,1
299,90,2
129,90,5
172,75,3
78,86,1
110,60,3
231,64,2
530,82,4
265,19,4
160,99,3
545,56,3
25,56,2
258,100,2
352,2,5
495,89,2
208,26,1
306,76,4
594,2,2
402,74,2
361,73,5
32,5,3
78,49,4
98,46,3
390,9,2
114,39,2
312,88,2
527,18,1
23,43,3
69,35,1
485,54,3
447,29,2
544,36,3
24,40,3
231,19,1
185,68,5
56,39,3
123,68,3
408,31,2
432,44,1
422,35,2
586,40,1
502,57,5
350,97,1
135,90,4
23,90,4
54,39,5
34,3,5
260,34,4
315,99,1
160,20,2
282,10,3
290,58,2
263,73,2
512,44,1
464,58,3
416,4,1
224,71,1
323,90,2
330,83,3
526,18,2
514,80,5
529,38,3
453,38,2
40,48,3
460,54,3
25,82,2
90,77,5
230,14,2
169,88,4
250,22,3
402,44,4
598,1,4
41,71,1
119,78,3
548,69,5
387,24,5
547,29,5
351,55,4
238,41,1
128,1,5
511,50,1
161,48,3
530,77,1
280,76,1
145,80,4
234,50,5
566,89,4
96,12,4
543,22,3
282,91,3
309,28,4
336,57,4
66,14,2
97,13,4
316,27,2
132,75,5
404,68,1
451,33,2
100,55,5
511,46,4
570,96,5
227,40,2
380,83,5
201,35,1
45,46,5
37,55,2
68,53,5
338,96,5
109,76,3
90,18,4
216,86,4
521,69,2
74,94,4
481,41,2
11,58,3
281,82,4
558,6,4
509,36,1
369,14,4
37,90,1
495,67,4
55,8,5
530,37,2
254,47,1
331,46,3
310,67,4
139,86,5
413,24,2
571,22,4
319,4,5
391,35,1
575,34,1
253,13,3
392,6,4
137,70,4
333,49,4
395,34,2
262,62,5
90,95,1
77,4,5
360,96,2
171,52,5
264,8,3
388,68,1
2,85,4
233,33,2
381,86,2
28,18,3
104,29,2
122,95,2
413,84,1
147,88,5
597,85,4
477,77,3
418,6,3
192,89,3
327,80,5
158,14,3
558,8,3
501,89,2
321,56,3
245,13,2
425,89,5
358,56,1
393,75,4
457,79,5
283,31,5
585,20,3
241,19,4
99,90,2
220,19,1
33,86,2
319,28,3
370,5,1
537,76,2
300,16,1
496,24,2
196,12,4
306,89,4
330,42,3
188,16,1
165,75,4
478,31,1
408,43,4
126,20,2
25,17,4
406,86,5
356,93,4
240,6,3
370,75,1
484,1,4
579,87,1
389,61,3
216,17,4
531,85,5
68,66,4
19,100,3
525,16,4
342,48,2
193,44,3
394,82,5
96,15,3
377,54,3
280,59,4
433,6,2
234,51,4
531,22,5
589,72,2
402,40,2
486,54,4
97,57,3
496,6,1
109,19,4
593,33,4
76,23,4
218,57,3
201,83,3
94,3,4
51,1,4
140,74,1
576,63,2
401,35,1
160,17,3
107,92,2
566,18,4
6,98,5
198,25,2
156,60,2
566,92,3
283,32,4
547,14,1
472,66,1
318,41,5
266,92,3
77,68,5
174,21,4
410,28,1
65,59,4
366,86,1
326,20,1
325,17,3
11,95,4
61,25,4
409,80,5
140,66,1
282,13,2
513,90,5
329,59,2
488,88,3
264,63,4
297,59,2
293,36,2
205,99,4
481,34,5
196,73,4
412,25,2
117,99,2
178,91,5
107,63,3
339,31,4
418,7,5
74,44,3
138,89,5
556,19,4
28,25,2
197,73,5
324,54,5
385,17,1
267,93,1
148,25,4
399,48,2
4,87,2
49,35,3
561,66,3
229,1,4
459,51,4
182,93,5
38,35,4
122,61,1
63,56,5
479,70,4
586,87,5
42,77,2
436,45,5
494,63,3
53,50,5
69,10,1
275,33,4
44,89,3
417,42,5
10,32,2
572,45,4
541,90,5
420,19,3
456,28,5
142,9,2
154,31,2
13,85,2
534,1,5
177,18,4
415,79,3
447,73,3
299,93,5
32,97,1
217,33,2
196,67,1
593,75,4
568,38,1
451,23,4
369,88,3
198,58,1
23,7,5
545,65,1
226,32,4
111,83,4
355,80,4
574,79,1
209,50,3
266,33,2
458,7,1
38,25,1
195,55,3
207,95,1
139,6,3
122,92,2
514,71,3
215,13,5
259,1,2
180,66,4
41,98,1
96,79,2
415,48,1
299,29,2
367,39,5
252,28,2
525,14,3
411,83,4
245,17,4
61,50,1
456,73,3
380,10,2
49,23,5
130,56,4
230,77,5
495,73,1
471,100,3
577,34,4
117,46,3
248,30,5
136,67,3
469,20,5
403,16,5
187,40,2
34,74,5
467,56,5
417,62,5
417,37,5
335,32,3
202,33,5
504,57,3
141,77,2
472,9,5
195,68,1
379,79,5
401,93,4
278,63,4
98,1,1
341,84,1
50,12,1
109,5,2
292,73,4
66,43,5
542,92,4
88,31,5
158,64,5
325,86,2
226,97,3
228,36,5
217,13,3
426,76,3
247,3,3
460,5,5
310,94,5
301,11,1
168,17,2
315,10,5
427,99,1
291,96,2
597,76,4
569,37,2
146,20,1
224,18,5
85,19,2
305,75,3
221,37,2
198,39,3
412,71,4
210,85,1
474,40,2
164,15,3
263,38,3
86,22,4
25,96,5
31,24,2
363,5,3
276,19,3
279,70,4
594,90,3
167,28,3
564,74,2
141,58,4
544,22,2
122,28,5
154,21,2
490,88,3
565,58,4
520,36,5
118,67,1
570,37,1
516,70,3
369,90,2
327,15,2
158,6,3
419,8,1
299,3,5
584,70,3
566,40,1
370,63,5
281,20,5
347,4,4
266,49,4
302,46,1
429,46,1
275,77,2
377,55,3
350,49,5
462,1,5
193,45,4
466,73,1
129,85,3
106,46,5
340,57,5
71,38,1
158,42,1
437,71,1
536,7,1
62,87,4
248,21,4
33,84,5
298,60,5
384,3,4
58,89,5
537,67,4
550,50,2
40,64,3
542,61,5
66,62,2
401,8,2
322,40,1
210,34,1
550,3,2
476,81,1
434,4,5
342,90,1
246,32,2
271,56,5
236,29,5
108,83,2
512,60,2
389,65,4
598,37,5
230,13,1
53,87,1
530,45,5
367,11,3
253,71,3
255,70,5
590,56,2
185,83,1
568,6,4
152,9,3
267,94,3
548,13,5
338,60,1
532,71,3
436,30,3
134,92,5
363,67,2
209,17,2
405,31,2
130,91,3
583,34,2
384,65,3
547,59,1
374,56,1
467,51,4
444,44,4
355,23,4
458,74,4
417,56,3
343,52,5
538,45,5
316,44,2
279,97,4
434,34,5
430,69,2
350,100,4
158,46,4
399,73,4
119,100,2
494,89,3
485,29,4
25,8,4
243,100,4
543,100,5
239,88,4
36,34,5
145,26,4
320,73,1
280,50,5
54,25,3
290,32,3
332,4,3
465,79,4
79,55,4
540,53,4
461,24,1
140,1,5
257,9,1
508,82,4
25,68,3
531,60,1
557,53,4
570,32,3
591,97,3
6,6,1
87,16,3
61,9,3
464,81,2
153,37,4
326,25,5
592,90,1
359,32,3
268,10,5
268,64,1
167,12,3
479,59,3
254,69,5
340,15,4
173,34,1
180,38,4
263,86,3
365,5,5
296,99,2
209,21,5
216,25,4
201,2,1
263,70,1
318,3,2
308,78,1
407,43,4
363,53,2
499,34,3
423,2,1
445,68,1
586,85,3
346,51,1
418,98,2
559,84,1
508,45,1
245,43,5
246,19,3
183,13,2
356,18,4
376,16,5
539,57,1
452,57,5
231,61,1
511,16,3
135,40,2
290,22,4
429,58,5
583,10,2
76,82,4
465,60,1
143,55,3
188,64,3
350,4,4
34,59,1
593,79,3
182,73,4
355,46,2
296,35,5
111,31,2
213,13,4
28,72,2
240,87,2
33,38,3
278,94,4
497,81,5
133,92,4
432,76,3
354,93,1
120,43,3
525,92,5
325,89,5
74,3,1
30,18,3
536,86,4
343,20,3
499,86,4
281,33,5
18,17,3
400,5,4
150,50,5
169,42,5
391,80,4
129,21,2
72,48,3
559,86,1
502,24,3
139,68,1
181,93,2
236,84,4
399,32,5
38,17,1
363,3,1
441,57,1
227,20,5
17,92,4
390,25,2
547,36,4
590,60,3
533,64,4
564,9,3
586,12,2
229,12,5
117,16,4
63,5,4
545,78,2
496,98,1
327,25,4
418,92,2
332,69,4
278,36,4
9,48,4
38,45,1
499,52,3
301,99,1
46,50,5
233,88,4
336,40,4
271,7,5
458,30,3
220,64,4
62,27,2
326,15,2
121,33,5
573,89,1
149,5,4
573,94,3
132,98,2
268,67,4
41,84,3
598,96,4
359,37,1
358,53,4
209,29,4
571,81,1
577,76,4
141,5,5
205,23,5
223,97,2
491,79,5
93,2,5
560,82,4
305,89,2
548,55,2
538,60,3
148,13,3
35,10,2
417,10,2
318,36,3
376,85,1
27,76,5
513,53,5
572,89,5
211,50,1
15,92,3
182,66,4
571,98,3
446,94,3
503,56,2
499,4,3
275,76,2
380,51,3
355,85,2
514,37,4
498,77,1
546,45,3
309,50,2
35,3,5
240,12,4
208,83,4
187,21,2
373,45,1
404,98,5
190,65,3
483,44,1
149,58,2
41,35,4
105,59,1
383,69,3
262,93,1
453,90,5
270,96,5
88,70,4
389,7,4
43,91,2
446,20,5
331,30,4
482,75,4
472,10,2
162,50,1
587,42,3
245,48,2
466,27,2
490,61,5
573,31,1
123,88,4
164,21,1
78,21,5
98,9,5
383,19,5
136,93,4
159,69,3
519,58,5
483,60,5
527,46,1
357,15,4
256,99,4
597,19,2
162,80,2
489,52,5
149,4,2
245,96,1
190,39,5
505,1,5
295,100,5
472,33,3
440,85,2
233,47,4
352,74,3
88,44,1
353,76,4
509,42,2
551,84,5
338,47,5
312,47,4
428,46,4
469,58,3
432,98,3
394,45,5
280,55,5
581,71,3
230,66,4
353,37,1
531,64,4
582,70,3
33,63,4
18,39,3
328,63,3
445,16,3
335,97,2
437,13,4
191,18,4
505,35,5
93,15,3
258,40,4
380,89,2
210,43,3
447,35,5
311,13,2
159,28,3
208,42,3
366,1,5
544,5,1
116,98,1
6,54,5
564,2,2
86,53,3
23,25,4
426,62,1
34,27,4
541,1,3
223,80,3
267,44,4
324,66,2
247,14,3
332,57,1
568,53,5
93,91,3
368,67,4
144,39,1
513,93,2
313,86,5
400,16,4
454,76,2
465,34,2
20,2,3
453,59,5
520,43,4
162,35,4
121,41,5
473,49,1
428,67,1
200,61,5
471,79,4
567,8,3
26,97,2
2,57,4
443,95,2
416,15,3
147,70,1
341,94,4
28,88,1
319,10,1
81,32,3
200,34,3
304,69,5
492,3,5
232,23,2
329,47,2
22,32,1
483,21,1
314,75,4
570,4,2
245,83,1
52,74,3
364,55,4
124,16,2
585,21,1
507,24,2
6,14,3
541,51,1
214,12,5
265,95,4
303,12,2
171,98,2
321,86,2
409,13,5
439,56,5
377,69,1
151,31,1
114,58,5
411,60,2
124,46,1
18,87,2
282,82,1
56,84,4
39,48,5
307,52,2
113,4,4
228,12,1
44,51,1
391,29,5
415,32,2
513,24,3
28,6,4
500,86,5
589,13,1
494,27,3
598,12,3
569,59,4
171,67,4
240,66,4
540,43,1
374,30,3
432,16,1
491,31,5
563,19,5
154,7,2
467,68,5
343,85,3
65,44,3
82,99,2
82,28,4
533,50,5
30,88,3
269,38,1
447,71,1
120,76,2
203,32,1
423,67,3
262,90,1
221,26,4
427,93,5
460,72,3
449,34,4
496,43,2
119,40,4
108,17,4
468,8,1
446,33,4
74,51,3
48,24,2
161,31,4
66,39,2
100,91,3
181,60,4
297,6,5
371,38,4
77,79,5
331,68,5
281,75,2
33,51,2
367,68,1
305,29,4
552,46,2
65,19,1
86,77,1
297,98,4
350,59,5
48,71,2
319,68,3
146,74,1
285,47,5
281,52,2
80,65,1
465,59,2
19,47,2
578,23,1
250,58,4
39,82,2
91,28,2
138,39,3
276,92,2
536,30,4
312,8,3
481,35,3
390,2,3
39,57,5
429,63,3
193,46,5
87,64,1
148,6,1
575,48,2
19,78,1
586,76,5
322,68,4
201,41,2
111,27,4
88,22,1
102,74,5
446,87,2
66,82,1
359,75,1
409,88,1
314,80,4
363,47,4
48,9,1
438,32,5
134,14,5
449,2,3
429,16,4
98,73,3
504,25,4
484,38,5
463,11,5
368,62,4
85,11,4
339,60,2
138,23,5
293,80,5
289,27,5
194,54,1
345,13,1
260,16,3
354,82,1
564,43,5
580,27,5
230,44,5
396,84,2
221,7,4
581,88,3
243,26,2
259,36,1
246,83,2
188,15,1
99,55,4
565,67,5
353,72,2
399,56,5
167,15,5
422,52,2
437,27,4
555,3,2
183,30,4
107,69,5
106,40,4
427,14,1
36,14,4
579,38,5
398,56,2
459,13,4
358,71,1
39,3,2
467,60,2
483,82,3
138,48,3
348,22,3
6,60,5
350,67,3
348,33,2
458,36,1
248,34,1
106,14,5
114,28,1
417,67,5
420,92,3
334,79,4
430,65,5
201,10,5
263,79,4
389,11,4
357,62,2
518,18,4
493,84,4
72,17,2
396,95,3
333,22,1
332,7,4
290,20,5
386,66,1
121,12,5
189,100,3
65,15,1
182,99,2
33,48,1
170,51,1
291,58,3
131,13,5
8,17,5
343,64,4
68,64,2
588,85,3
440,89,4
52,68,4
486,87,1
215,86,4
344,89,4
213,57,5
569,88,2
198,29,5
18,94,3
460,6,2
496,12,5
432,96,3
143,9,3
424,79,2
296,80,5
571,9,4
525,8,3
109,72,4
516,63,1
309,96,2
450,85,3
107,23,4
452,42,3
279,88,1
289,85,4
39,32,5
464,66,2
495,66,1
583,20,5
584,99,5
583,13,3
431,53,3
486,49,1
99,97,1
585,84,3
20,100,4
527,85,5
314,34,1
72,91,2
276,25,5
80,40,5
227,33,3
181,95,3
335,52,4
564,76,1
269,65,5
68,52,4
294,78,5
272,79,3
514,77,2
86,3,1
44,17,4
443,5,2
346,60,1
199,80,2
80,6,4
112,42,4
50,39,3
568,10,3
400,93,3
117,42,4
402,31,5
55,18,3
68,24,2
444,25,1
460,20,2
165,46,4
275,71,1
246,41,1
426,64,2
501,43,4
118,95,2
295,75,1
160,87,2
322,5,2
339,97,2
269,18,3
582,11,4
298,44,2
338,8,5
554,87,5
101,100,1
557,57,3
511,63,1
78,84,3
117,67,5
231,63,2
511,25,4
232,25,1
248,1,5
230,59,4
304,71,1
547,38,1
